,Id_article,Id_obs,Authors,Title,DOI,Year_of_publication,Experiment_period,Experiment_year,Country,Study_site,Latitude,Longitude,Continent,Climate_zone,Geocoordinates,Soil_type_WRB_USDA,Soil_texture,Soil_pH,Greenhouse,Organic_ferti,Mineral_ferti,Pesticide,Irrigation,Nitrogen_rate_kg_ha,Additional_factor,Intercropping_design,Intercropping_pattern,Crop_1_Common_Name,Crop_1_Scientific_Name,Crop_2_Common_Name,Crop_2_Scientific_Name,Crop_1_yield_sole,Crop_2_yield_sole,Crop_1_yield_intercropped,Crop_2_yield_intercropped,Yield_total_intercropping,Yield_unit,Yield_measure,Data_location,LER_crop1,LER_crop2,LER_tot,LER_crop_1_calc,LER_crop_2_calc,LER_tot_calc
960,128,961,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL585"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,7965.0,8644.0,8370.0,17014.0,Kg/ha,Grain Yield,Table 3,,,,1.5878030859662013,1.0508474576271187,2.63865054359332
961,128,962,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL589"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,6645.0,8158.0,7952.0,16110.0,Kg/ha,Grain Yield,Table 3,,,,1.4985304922850844,1.196689240030098,2.6952197323151825
962,128,963,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL506"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,8609.0,8932.0,8614.0,17546.0,Kg/ha,Grain Yield,Table 3,,,,1.6407053637031594,1.000580787547915,2.6412861512510744
963,128,964,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL572"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,5850.0,7656.0,7274.0,14930.0,Kg/ha,Grain Yield,Table 3,,,,1.4063188831741367,1.2434188034188034,2.64973768659294
964,128,965,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Carioca 300V"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,9164.0,8936.0,8582.0,17518.0,Kg/ha,Grain Yield,Table 3,,,,1.6414401175606173,0.9364906154517678,2.5779307330123853
965,128,966,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Pintado"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,5204.0,7839.0,7178.0,15017.0,Kg/ha,Grain Yield,Table 3,,,,1.4399338721528288,1.3793235972328979,2.8192574693857266
966,128,967,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""FT-84-292"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,8039.0,9870.0,8666.0,18536.0,Kg/ha,Grain Yield,Table 3,,,,1.8130051432770022,1.0779947754695858,2.890999918746588
967,128,968,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Rio Vermelho"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,5670.0,8382.0,7760.0,16142.0,Kg/ha,Grain Yield,Table 3,,,,1.5396767083027185,1.3686067019400352,2.9082834102427535
968,128,969,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL55O"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,5985.0,8003.0,7279.0,15282.0,Kg/ha,Grain Yield,Table 3,,,,1.4700587803085967,1.2162071846282372,2.686265964936834
969,128,970,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Milionario"" Bean cultivar & ""C-525"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5444.0,9254.0,9093.0,8202.0,17295.0,Kg/ha,Grain Yield,Table 3,,,,1.670279206465834,0.8863194294359196,2.5565986359017536
970,128,971,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Eriparsa"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,4445.0,7078.0,7165.0,14243.0,Kg/ha,Grain Yield,Table 3,,,,1.2657367668097281,1.611923509561305,2.8776602763710333
971,128,972,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Preto 60 dias"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,4304.0,7584.0,7530.0,15114.0,Kg/ha,Grain Yield,Table 3,,,,1.3562231759656653,1.7495353159851301,3.1057584919507955
972,128,973,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL645"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,2684.0,6664.0,6826.0,13490.0,Kg/ha,Grain Yield,Table 3,,,,1.1917024320457796,2.543219076005961,3.734921508051741
973,128,974,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Ouro"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,7335.0,8494.0,8365.0,16859.0,Kg/ha,Grain Yield,Table 3,,,,1.5189556509298998,1.1404226312201773,2.659378282150077
974,128,975,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL567"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,6795.0,7647.0,7746.0,15393.0,Kg/ha,Grain Yield,Table 3,,,,1.367489270386266,1.1399558498896247,2.5074451202758907
975,128,976,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL580"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,6719.0,8189.0,8166.0,16355.0,Kg/ha,Grain Yield,Table 3,,,,1.4644134477825466,1.215359428486382,2.6797728762689283
976,128,977,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL585"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,7965.0,8011.0,8370.0,16381.0,Kg/ha,Grain Yield,Table 3,,,,1.43258226037196,1.0508474576271187,2.483429717999079
977,128,978,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL589"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,6645.0,8107.0,7952.0,16059.0,Kg/ha,Grain Yield,Table 3,,,,1.4497496423462088,1.196689240030098,2.646438882376307
978,128,979,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL506"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,8609.0,9073.0,8614.0,17687.0,Kg/ha,Grain Yield,Table 3,,,,1.6224964234620887,1.000580787547915,2.6230772110100036
979,128,980,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL572"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,5850.0,7882.0,7274.0,15156.0,Kg/ha,Grain Yield,Table 3,,,,1.409513590844063,1.2434188034188034,2.6529323942628666
980,128,981,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Carioca 300V"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,9164.0,8335.0,8582.0,16917.0,Kg/ha,Grain Yield,Table 3,,,,1.49052217453505,0.9364906154517678,2.4270127899868177
981,128,982,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Pintado"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,5204.0,7152.0,7178.0,14330.0,Kg/ha,Grain Yield,Table 3,,,,1.2789699570815452,1.3793235972328979,2.658293554314443
982,128,983,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""FT-84-292"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,8039.0,8757.0,8666.0,17423.0,Kg/ha,Grain Yield,Table 3,,,,1.5659871244635193,1.0779947754695858,2.643981899933105
983,128,984,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Rio Vermelho"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,5670.0,7917.0,7760.0,15677.0,Kg/ha,Grain Yield,Table 3,,,,1.4157725321888412,1.3686067019400352,2.7843792341288767
984,128,985,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""ESAL55O"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,5985.0,7224.0,7279.0,14503.0,Kg/ha,Grain Yield,Table 3,,,,1.2918454935622317,1.2162071846282372,2.508052678190469
985,128,986,"Rezende, GDSP and Ramalho, MA",Competitive ability of maize and common bean (phaseolus-vulgaris) cultivars intercropped in different environments,10.1017/S0021859600068441,1994,1991,1991,Brazil,"Escola superior de agricultura de Lavras (ESAL), Minas Gerais and Centro Nacional de Pesquisa de Milho e Sorgo/Empresa Brasileira de Pesquisa Agropecuaria (CNPMS/EMBRAPA), Sete Lagoas, Minas Gerais
de Pesquisa de Milho e Sorgo/Empresa Brasileira
de Pesquisa Agropecuaria (CNPMS/EMBRAPA),
Sete Lagoas, Minas Gerais",-21.2333333,-45.0,Latin America & Caribbean,Cwa,Exact,,,,No,,,,,,"""Milionario"" Bean cultivar & ""C-606"" Maize cultivar",Replacement,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,5592.0,9254.0,8594.0,8202.0,16796.0,Kg/ha,Grain Yield,Table 3,,,,1.5368383404864092,0.8863194294359196,2.423157769922329
986,129,987,"Ribeiro Coutinho, Pablo Wenderson and Rabello de Oliveira, Paulo Sergio and Echer, Marcia de Moraes and Cadorin, Danielle Acco and Vanelli, Jaqueline",Establishment of intercropping of beet and chicory depending on soil management,10.5935/1806-6690.20170078,2017,2014-2015,2014-2015,Brazil,Experimental Station “Professor  Antônio Carlos dos Santos Pessoa”,-24.5561111,-54.5233333333333,Latin America & Caribbean,Cfa,Exact,Ferralsols (WRB),Clay (C),4.19,No,Yes,No,No,Yes,Unclear,incorporated straw + implantation period 0,Additive,Strip,Beetroot,Beta vulgaris L.,Chicory,Cichorium intybus L.,55.5,61.73,38.39,44.81,83.2,t/ha,,Tab 6,,,,0.6917117117117118,0.7259031265187106,1.4176148382304223
987,129,988,"Ribeiro Coutinho, Pablo Wenderson and Rabello de Oliveira, Paulo Sergio and Echer, Marcia de Moraes and Cadorin, Danielle Acco and Vanelli, Jaqueline",Establishment of intercropping of beet and chicory depending on soil management,10.5935/1806-6690.20170078,2017,2014-2015,2014-2015,Brazil,Experimental Station “Professor  Antônio Carlos dos Santos Pessoa”,-24.5561111,-54.5233333333333,Latin America & Caribbean,Cfa,Exact,Ferralsols (WRB),Clay (C),4.19,No,Yes,No,No,Yes,Unclear,incorporated straw + implantation period 7,Additive,Strip,Beetroot,Beta vulgaris L.,Chicory,Cichorium intybus L.,55.5,58.94,56.91,27.81,84.72,t/ha,,Tab 6,,,,1.0254054054054054,0.4718357651849338,1.4972411705903392
988,129,989,"Ribeiro Coutinho, Pablo Wenderson and Rabello de Oliveira, Paulo Sergio and Echer, Marcia de Moraes and Cadorin, Danielle Acco and Vanelli, Jaqueline",Establishment of intercropping of beet and chicory depending on soil management,10.5935/1806-6690.20170078,2017,2014-2015,2014-2015,Brazil,Experimental Station “Professor  Antônio Carlos dos Santos Pessoa”,-24.5561111,-54.5233333333333,Latin America & Caribbean,Cfa,Exact,Ferralsols (WRB),Clay (C),4.19,No,Yes,No,No,Yes,Unclear,incorporated straw  + implantation period 14,Additive,Strip,Beetroot,Beta vulgaris L.,Chicory,Cichorium intybus L.,55.5,37.94,50.71,23.88,74.59,t/ha,,Tab 6,,,,0.9136936936936937,0.6294148655772273,1.5431085592709208
989,129,990,"Ribeiro Coutinho, Pablo Wenderson and Rabello de Oliveira, Paulo Sergio and Echer, Marcia de Moraes and Cadorin, Danielle Acco and Vanelli, Jaqueline",Establishment of intercropping of beet and chicory depending on soil management,10.5935/1806-6690.20170078,2017,2014-2015,2014-2015,Brazil,Experimental Station “Professor  Antônio Carlos dos Santos Pessoa”,-24.5561111,-54.5233333333333,Latin America & Caribbean,Cfa,Exact,Ferralsols (WRB),Clay (C),4.19,No,Yes,No,No,Yes,Unclear,incorporated straw  + implantation period 21,Additive,Strip,Beetroot,Beta vulgaris L.,Chicory,Cichorium intybus L.,55.5,41.06,45.19,45.56,90.75,t/ha,,Tab 6,,,,0.8142342342342342,1.1095957135898684,1.9238299478241028
