,Id_article,Id_obs,Authors,Title,DOI,Year_of_publication,Experiment_period,Experiment_year,Country,Study_site,Latitude,Longitude,Continent,Climate_zone,Geocoordinates,Soil_type_WRB_USDA,Soil_texture,Soil_pH,Greenhouse,Organic_ferti,Mineral_ferti,Pesticide,Irrigation,Nitrogen_rate_kg_ha,Additional_factor,Intercropping_design,Intercropping_pattern,Crop_1_Common_Name,Crop_1_Scientific_Name,Crop_2_Common_Name,Crop_2_Scientific_Name,Crop_1_yield_sole,Crop_2_yield_sole,Crop_1_yield_intercropped,Crop_2_yield_intercropped,Yield_total_intercropping,Yield_unit,Yield_measure,Data_location,LER_crop1,LER_crop2,LER_tot,LER_crop_1_calc,LER_crop_2_calc,LER_tot_calc
0,1,1,"ADHIKARY, S and BAGCHI, DK and GHOSAL, P and BANERJEE, RN and CHATTERJEE, BN",STUDIES ON MAIZE-LEGUME INTERCROPPING AND THEIR RESIDUAL EFFECTS ON SOIL FERTILITY STATUS AND SUCCEEDING CROP IN UPLAND SITUATION,10.1111/j.1439-037X.1991.tb00959.x,1991,1987-1988,1987,India,Agricultural Experimental Farm of Indian Statistical Institute at Giridih,24.1912233822818,86.3053822105898,South Asia,Cwa,Estimated,,Sandy loam (SL),,,,Yes,,,60,,Additive,Row,Maize,Zea mays L.,Groundnut,Apios americana Medik.,2.46,2.2,2.0,0.91,2.91,t/ha,Grain Yield,"Table 1, table 3",,,1.22,0.8130081300813008,0.41363636363636364,1.2266444937176644
1,1,2,"ADHIKARY, S and BAGCHI, DK and GHOSAL, P and BANERJEE, RN and CHATTERJEE, BN",STUDIES ON MAIZE-LEGUME INTERCROPPING AND THEIR RESIDUAL EFFECTS ON SOIL FERTILITY STATUS AND SUCCEEDING CROP IN UPLAND SITUATION,10.1111/j.1439-037X.1991.tb00959.x,1991,1987-1988,1987,India,Agricultural Experimental Farm of Indian Statistical Institute at Giridih,24.1912233822818,86.3053822105898,South Asia,Cwa,Estimated,,Sandy loam (SL),,,,Yes,,,60,,Additive,Row,Maize,Zea mays L.,Cowpea,Vigna unguiculata L. Walp.,2.46,0.87,2.14,0.33,2.47,t/ha,Grain Yield,"Table 1, table 3",,,1.26,0.8699186991869919,0.37931034482758624,1.2492290440145781
2,1,3,"ADHIKARY, S and BAGCHI, DK and GHOSAL, P and BANERJEE, RN and CHATTERJEE, BN",STUDIES ON MAIZE-LEGUME INTERCROPPING AND THEIR RESIDUAL EFFECTS ON SOIL FERTILITY STATUS AND SUCCEEDING CROP IN UPLAND SITUATION,10.1111/j.1439-037X.1991.tb00959.x,1991,1987-1988,1987,India,Agricultural Experimental Farm of Indian Statistical Institute at Giridih,24.1912233822818,86.3053822105898,South Asia,Cwa,Estimated,,Sandy loam (SL),,,,Yes,,,60,,Additive,Row,Maize,Zea mays L.,Mung bean,Vigna radiata L.,2.46,0.66,2.15,0.16,2.31,t/ha,Grain Yield,"Table 1, table 3",,,1.12,0.8739837398373983,0.24242424242424243,1.1164079822616406
3,1,4,"ADHIKARY, S and BAGCHI, DK and GHOSAL, P and BANERJEE, RN and CHATTERJEE, BN",STUDIES ON MAIZE-LEGUME INTERCROPPING AND THEIR RESIDUAL EFFECTS ON SOIL FERTILITY STATUS AND SUCCEEDING CROP IN UPLAND SITUATION,10.1111/j.1439-037X.1991.tb00959.x,1991,1987-1988,1988,India,Agricultural Experimental Farm of Indian Statistical Institute at Giridih,24.1912233822818,86.3053822105898,South Asia,Cwa,Estimated,,Sandy loam (SL),,,,Yes,,,60,,Additive,Row,Maize,Zea mays L.,Groundnut,Apios americana Medik.,2.94,1.66,2.83,0.73,3.56,t/ha,Grain Yield,"Table 1, table 3",,,1.44,0.9625850340136055,0.43975903614457834,1.402344070158184
4,1,5,"ADHIKARY, S and BAGCHI, DK and GHOSAL, P and BANERJEE, RN and CHATTERJEE, BN",STUDIES ON MAIZE-LEGUME INTERCROPPING AND THEIR RESIDUAL EFFECTS ON SOIL FERTILITY STATUS AND SUCCEEDING CROP IN UPLAND SITUATION,10.1111/j.1439-037X.1991.tb00959.x,1991,1987-1988,1988,India,Agricultural Experimental Farm of Indian Statistical Institute at Giridih,24.1912233822818,86.3053822105898,South Asia,Cwa,Estimated,,Sandy loam (SL),,,,Yes,,,60,,Additive,Row,Maize,Zea mays L.,Cowpea,Vigna unguiculata L. Walp.,2.94,0.21,1.48,0.57,2.05,t/ha,Grain Yield,"Table 1, table 3",,,0.85,0.5034013605442177,2.714285714285714,3.2176870748299318
5,1,6,"ADHIKARY, S and BAGCHI, DK and GHOSAL, P and BANERJEE, RN and CHATTERJEE, BN",STUDIES ON MAIZE-LEGUME INTERCROPPING AND THEIR RESIDUAL EFFECTS ON SOIL FERTILITY STATUS AND SUCCEEDING CROP IN UPLAND SITUATION,10.1111/j.1439-037X.1991.tb00959.x,1991,1987-1988,1988,India,Agricultural Experimental Farm of Indian Statistical Institute at Giridih,24.1912233822818,86.3053822105898,South Asia,Cwa,Estimated,,Sandy loam (SL),,,,Yes,,,60,,Additive,Row,Maize,Zea mays L.,Mung bean,Vigna radiata L.,2.94,0.55,2.25,0.19,2.44,t/ha,Grain Yield,"Table 1, table 3",,,1.19,0.7653061224489796,0.3454545454545454,1.110760667903525
6,2,7,"Abbes, Zouhaier and Trabelsi, Imen and Kharrat, Mohamed and Amri, Moez",Intercropping with fenugreek (Trigonella foenum-graecum) enhanced seed yield and reduced Orobanche foetida infestation in faba bean (Vicia faba),10.1080/01448765.2019.1616614,2019,2007–2009,2007-2008,Tunisia,"Oued Beja experimental station, Beja, Tunisia (36°43ʹN, 9°12ʹE)",36.7166667,9.2,Middle East & North Africa,Csa,Exact,,Clay (C),7.35,No,,,No,,0,Faba bean Badi cultivar,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,0.2,,0.34,,,g/plant,Seed yield,Table 2,,,,1.7,,
7,2,8,"Abbes, Zouhaier and Trabelsi, Imen and Kharrat, Mohamed and Amri, Moez",Intercropping with fenugreek (Trigonella foenum-graecum) enhanced seed yield and reduced Orobanche foetida infestation in faba bean (Vicia faba),10.1080/01448765.2019.1616614,2019,2007–2009,2007-2008,Tunisia,"Oued Beja experimental station, Beja, Tunisia (36°43ʹN, 9°12ʹE)",36.7166667,9.2,Middle East & North Africa,Csa,Exact,,Clay (C),7.35,No,,,No,,0,Faba bean Najeh cultivar,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,5.7,,8.31,,,g/plant,Seed yield,Table 2,,,,1.4578947368421054,,
8,2,9,"Abbes, Zouhaier and Trabelsi, Imen and Kharrat, Mohamed and Amri, Moez",Intercropping with fenugreek (Trigonella foenum-graecum) enhanced seed yield and reduced Orobanche foetida infestation in faba bean (Vicia faba),10.1080/01448765.2019.1616614,2019,2007–2009,2008-2009,Tunisia,"Oued Beja experimental station, Beja, Tunisia (36°43ʹN, 9°12ʹE)",36.7166667,9.2,Middle East & North Africa,Csa,Exact,,Clay (C),7.35,No,,,No,,0,Faba bean Badi cultivar,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,0.99,,1.89,,,g/plant,Seed yield,Table 2,,,,1.909090909090909,,
9,2,10,"Abbes, Zouhaier and Trabelsi, Imen and Kharrat, Mohamed and Amri, Moez",Intercropping with fenugreek (Trigonella foenum-graecum) enhanced seed yield and reduced Orobanche foetida infestation in faba bean (Vicia faba),10.1080/01448765.2019.1616614,2019,2007–2009,2008-2009,Tunisia,"Oued Beja experimental station, Beja, Tunisia (36°43ʹN, 9°12ʹE)",36.7166667,9.2,Middle East & North Africa,Csa,Exact,,Clay (C),7.35,No,,,No,,0,Faba bean Najeh cultivar,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,5.73,,8.67,,,g/plant,Seed yield,Table 2,,,,1.5130890052356019,,
10,3,11,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 50/50,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,771.0,701.07,1633.0,367.86,2000.8600000000001,Kg/ha,Seed yield,Table 3 & 4,2.11,0.52,2.63,2.118028534370947,0.5247122255980144,2.6427407599689614
11,3,12,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 50/100,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,771.0,701.07,1927.0,652.11,2579.11,Kg/ha,Seed yield,Table 3 & 4,2.49,0.93,3.42,2.4993514915693904,0.9301638923360006,3.429515383905391
12,3,13,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 100/50,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,771.0,701.07,2034.0,288.47,2322.4700000000003,Kg/ha,Seed yield,Table 3 & 4,2.63,0.41,3.04,2.6381322957198443,0.41147103712896005,3.0496033328488044
13,3,14,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 100/100,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,771.0,701.07,2238.0,561.61,2799.61,Kg/ha,Seed yield,Table 3 & 4,2.9,0.8,3.7,2.90272373540856,0.801075498880283,3.703799234288843
14,3,15,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 50/50,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,951.0,751.33,1957.0,426.72,2383.7200000000003,Kg/ha,Seed yield,Table 3 & 4,2.53,0.6,3.13,2.057833859095689,0.5679528303142427,2.6257866894099315
15,3,16,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 50/100,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,951.0,751.33,2303.0,720.97,3023.9700000000003,Kg/ha,Seed yield,Table 3 & 4,2.98,1.02,4.0,2.4216614090431126,0.9595916574607696,3.381253066503882
16,3,17,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 100/50,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,951.0,751.33,2356.0,392.15,2748.15,Kg/ha,Seed yield,Table 3 & 4,3.05,0.55,3.6,2.47739221871714,0.5219410911317264,2.9993333098488666
17,3,18,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2017-2018,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 100/100,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,951.0,751.33,2642.0,686.05,3328.05,Kg/ha,Seed yield,Table 3 & 4,3.42,0.97,4.39,2.7781282860147214,0.913114077702208,3.6912423637169294
18,3,19,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 50/50,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,746.0,676.24,1081.0,331.98,1412.98,Kg/ha,Seed yield,Table 3 & 4,1.44,0.49,1.93,1.4490616621983914,0.4909203832958713,1.9399820454942627
19,3,20,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 50/100,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,746.0,676.24,1268.0,618.85,1886.85,Kg/ha,Seed yield,Table 3 & 4,1.69,0.91,2.6,1.6997319034852547,0.9151336803501715,2.614865583835426
20,3,21,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 100/50,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,746.0,676.24,1355.0,250.26,1605.26,Kg/ha,Seed yield,Table 3 & 4,1.81,0.37,2.18,1.8163538873994638,0.3700757127646989,2.1864296001641628
21,3,22,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Narrow ridges 100/100,Additive,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,746.0,676.24,1573.0,529.75,2102.75,Kg/ha,Seed yield,Table 3 & 4,2.1,0.78,2.88,2.10857908847185,0.7833757245948184,2.8919548130666684
22,3,23,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 50/50,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,932.0,750.06,1285.0,392.11,1677.1100000000001,Kg/ha,Seed yield,Table 3 & 4,1.72,0.57,2.29,1.378755364806867,0.5227715116124044,1.9015268764192714
23,3,24,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 50/100,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,932.0,750.06,1552.0,675.55,2227.55,Kg/ha,Seed yield,Table 3 & 4,2.08,0.99,3.07,1.6652360515021458,0.9006612804308989,2.5658973319330447
24,3,25,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 100/50,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,932.0,750.06,1672.0,357.73,2029.73,Kg/ha,Seed yield,Table 3 & 4,2.24,0.52,2.76,1.793991416309013,0.47693517851905187,2.270926594828065
25,3,26,"Abdel-Wahab, Sherif Ibrahim and Abdel-Wahab, Eman Ibrahim",Cropping Systems of Fenugreek with Faba Bean to Reduce Broomrape Infestation,10.18805/LR-621,2021,2017-2019,2018-2019,Egypt,"Giza Agricultural Research Station (Lat. 30°002 303 N, Long. 31°122 433 E, 26 m a.s.l), Agricultural Research Center, Giza, Egypt during",30.1175,33.1536111111111,Middle East & North Africa,BWh,Exact,,,,,No,Yes,,Yes,Unclear,Wide ridges 100/100,Replacement,Row,Fava bean,Vicia faba L.,Fenugreek,Trigonella foenum-graecum L.,932.0,750.06,1790.0,640.21,2430.21,Kg/ha,Seed yield,Table 3 & 4,2.39,0.94,3.33,1.9206008583690988,0.8535450497293551,2.774145908098454
26,4,27,"Abou-Hussein SD, Salman SR, Abdel-Mawgoud AMR, Ghoname AA","Productivity, Quality and Profit of Sole or Intercropped Green Beau (Phaseolus vulgaris L.)",10.3923/ja.2005.151.155,2005,2003-2004,2003,Egypt,"Kafer Hakeem village, Giza, Egypt",30.00808,31.21093,Middle East & North Africa,BWh,Estimated,,Loamy sand (LS),7.17,No,Yes,Yes,Yes,,476,,Additive,Row,Bean,Phaseolus L.,Lettuce,Lactuca sativa L.,4.6,11.3,4.45,5.6,10.05,t/ha,Total yield,Table 2,0.967,0.496,1.463,0.9673913043478262,0.495575221238938,1.462966525586764
27,4,28,"Abou-Hussein SD, Salman SR, Abdel-Mawgoud AMR, Ghoname AA","Productivity, Quality and Profit of Sole or Intercropped Green Beau (Phaseolus vulgaris L.)",10.3923/ja.2005.151.155,2005,2003-2004,2003,Egypt,"Kafer Hakeem village, Giza, Egypt",30.00808,31.21093,Middle East & North Africa,BWh,Estimated,,Loamy sand (LS),7.17,No,Yes,Yes,Yes,,476,,Additive,Row,Bean,Phaseolus L.,Onion,Allium cepa L.,4.6,4.65,4.48,2.1,6.58,t/ha,Total yield,Table 2,0.974,0.452,1.426,0.973913043478261,0.45161290322580644,1.4255259467040675
28,4,29,"Abou-Hussein SD, Salman SR, Abdel-Mawgoud AMR, Ghoname AA","Productivity, Quality and Profit of Sole or Intercropped Green Beau (Phaseolus vulgaris L.)",10.3923/ja.2005.151.155,2005,2003-2004,2004,Egypt,"Kafer Hakeem village, Giza, Egypt",30.00808,31.21093,Middle East & North Africa,BWh,Estimated,,Loamy sand (LS),7.17,No,Yes,Yes,Yes,,476,,Additive,Row,Bean,Phaseolus L.,Lettuce,Lactuca sativa L.,5.15,12.66,4.98,6.27,11.25,t/ha,Total yield,Table 2,0.967,0.495,1.462,0.966990291262136,0.49526066350710896,1.462250954769245
29,4,30,"Abou-Hussein SD, Salman SR, Abdel-Mawgoud AMR, Ghoname AA","Productivity, Quality and Profit of Sole or Intercropped Green Beau (Phaseolus vulgaris L.)",10.3923/ja.2005.151.155,2005,2003-2004,2004,Egypt,"Kafer Hakeem village, Giza, Egypt",30.00808,31.21093,Middle East & North Africa,BWh,Estimated,,Loamy sand (LS),7.17,No,Yes,Yes,Yes,,476,,Additive,Row,Bean,Phaseolus L.,Onion,Allium cepa L.,5.15,5.21,5.02,2.35,7.369999999999999,t/ha,Total yield,Table 2,0.975,0.451,1.426,0.9747572815533979,0.45105566218809984,1.4258129437414977
30,5,31,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2007,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 50/50,Replacement,Row,Tomato,Solanum lycopersicum L.,Okra,Abelmoschus esculentus,17798.6,6730.99,8268.58,3623.49,11892.07,Kg/ha,,Table 2,0.465,0.538,1.003,0.4645635049947749,0.5383294285090306,1.0028929335038055
31,5,32,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2008,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 50/50,Replacement,Row,Tomato,Solanum lycopersicum L.,Okra,Abelmoschus esculentus,14909.69,7184.66,6528.15,3773.41,10301.56,Kg/ha,,Table 2,0.438,0.525,0.963,0.4378461255733687,0.5252036978785356,0.9630498234519043
32,5,33,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2007,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 33/67,Replacement,Row,Tomato,Solanum lycopersicum L.,Okra,Abelmoschus esculentus,17798.6,6730.99,4745.78,2435.79,7181.57,Kg/ha,,Table 2,0.267,0.362,0.629,0.26663782544694525,0.3618769304366817,0.6285147558836269
33,5,34,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2008,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 33/67,Replacement,Row,Tomato,Solanum lycopersicum L.,Okra,Abelmoschus esculentus,14909.69,7184.66,3970.5,2589.02,6559.52,Kg/ha,,Table 2,0.266,0.36,0.627,0.26630332354327957,0.36035386504023853,0.6266571885835182
34,5,35,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2007,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 67/33,Replacement,Row,Tomato,Solanum lycopersicum L.,Okra,Abelmoschus esculentus,17798.6,6730.99,12729.17,5598.27,18327.440000000002,Kg/ha,,Table 2,0.715,0.832,1.547,0.7151781600800063,0.8317156911539016,1.546893851233908
35,5,36,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2008,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 67/33,Replacement,Row,Tomato,Solanum lycopersicum L.,Okra,Abelmoschus esculentus,14909.69,7184.66,10957.93,5295.03,16252.96,Kg/ha,,Table 2,0.735,0.737,1.472,0.7349535771702832,0.7369910336745232,1.4719446108448064
36,5,37,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2007,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 50/50,Replacement,Row,Tomato,Solanum lycopersicum L.,Cowpea,Vigna unguiculata L. Walp.,20127.88,1705.65,9784.89,958.68,10743.57,Kg/ha,,Table 5,0.486,0.562,1.048,0.48613614548576395,0.5620613842230234,1.0481975297087873
37,5,38,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2008,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 50/50,Replacement,Row,Tomato,Solanum lycopersicum L.,Cowpea,Vigna unguiculata L. Walp.,15636.82,1972.88,7086.24,1191.43,8277.67,Kg/ha,,Table 5,0.453,0.604,1.057,0.45317654101025656,0.6039039373910222,1.0570804784012788
38,5,39,Adeniyi OR,"Economic aspects of intercropping systems of vegetables (okra, tomato and cowpea)",10.5897/AJPS.9000070,2011,2007-2008,2007,Nigeria,Agricultural Research Farm of Adeyemi College of Education,7.0833333,4.91666666666666,Sub-Saharan Africa,Aw,Exact,,Sandy loam (SL),5.5,No,No,No,Yes,,0,Density 33/67,Replacement,Row,Tomato,Solanum lycopersicum L.,Cowpea,Vigna unguiculata L. Walp.,20127.88,1705.65,6249.3,776.68,7025.9800000000005,Kg/ha,,Table 5,0.31,0.455,0.766,0.3104797922086181,0.4553571952041743,0.7658369874127924
